"CODICE DELL'EDIFICIO";EDIFICIO;COMUNE;"INDIRIZZO PRINCIPALE";"CODICE DEL PIANO";PIANO;"CODICE DEL LOCALE";LOCALE;NOTE;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P03;"Piano secondo";045-C_P03_4100;"Scale d'emergenza";"Scale d'emergenza";
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4110;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4120;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4130;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4140;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4150;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4160;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4170;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4180;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4190;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4200;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4210;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4220;Vuoto;"Vuoto su vano scale";
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4230;Vuoto;"Vuoto su vano ascensore";
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4240;Vuoto;"Vuoto su vano ascensore";
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4250;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4260;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4270;Corridoio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4280;"Vano scale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4290;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4300;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4310;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4320;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4330;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4340;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4350;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4360;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4370;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4380;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4390;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4400;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4410;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4420;Corridoio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4430;Vuoto;"Vuoto su vano ascensore";
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4440;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4450;"Servizi igienici";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4460;Corridoio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4470;Aula;"Aula informatica - 14 postazioni pc";
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4480;Vuoto;"Vuoto su vano scale";
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4490;Disimpegno;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4500;Aula;"Aula informatica - 5 postazioni";
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4510;Aula;"Aula informatica - 13 postazioni pc";
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4520;Aula;"Aula informatica - 3 postazioni pc";
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_P04;"Piano terzo";045-C_P04_4530;"Scale d'emergenza";"Scale d'emergenza";
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0005;"Locale utilizzato dall'ospedale";"Parte in Ristrutturazione";
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0010;"Locale utilizzato dall'ospedale";"Parte in Ristrutturazione";
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0015;"Locale utilizzato dall'ospedale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0020;"Locale tecnico";"Locale ascensori";
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0025;Corridoio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0030;Corridoio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0035;Ascensore;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0040;Ascensore;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0045;Ufficio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0050;Laboratorio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0055;Laboratorio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0060;Ripostiglio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0065;"Vano scale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0070;Disimpegno;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0075;"Vano scale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0080;"Cavedio tecnico";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0085;Magazzino;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0090;Spogliatoio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0100;"Servizi igienici";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0105;Studio;"Studio docente";
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0110;Studio;"Studio docente";
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0120;Corridoio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0125;Spogliatoio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0130;Laboratorio;Laboratorio;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0135;Corridoio;Corridoio;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0140;Ascensore;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0145;Ripostiglio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0150;"Vano scale";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0155;Ripostiglio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0160;Corridoio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0170;Corridoio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0180;Corridoio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0190;Archivio;Archivio;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0200;"Servizi igenici";;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0210;Archivio;;
045-C;"Molinette - Via Cherasco, 11";Torino;"Via Cherasco, 11";045-C_S01;"Piano seminterrato";045-C_S01_0220;Archivio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0410;Aula;"Aula studenti - capienza 30 posti";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0420;Vuoto;"Vuoto su vano scale";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0430;Studio;"Studio docente";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0435;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0440;Studio;"Studio docente";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0450;Ufficio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0460;Studio;"Studio docente";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0470;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0480;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0490;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0500;Corridoio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0510;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0520;Ufficio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0530;Ufficio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0540;Ascensore;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0550;Disimpegno;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0560;"Vano scale";;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0570;Vuoto;"Vuoto su vano scale";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0580;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0590;Ascensore;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0600;Studio;"Studio docente";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0610;Aula;"Aula capienza 20 persone";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0620;Disimpegno;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0625;Corridoio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0630;Studio;"Studio docente";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0640;Studio;"Studio docente";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0650;"Servizi igienici";;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0660;"Servizi igienici";;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P00;"Piano rialzato";045-D_P00_0670;"Locale tecnico";;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0680;Laboratorio;"Laboratorio A1";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0685;Ufficio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0690;Laboratorio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0700;Laboratorio;"Laboratorio A4";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0710;Laboratorio;"Laboratorio A3";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0720;Corridoio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0730;Studio;"Studio docente";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0740;Studio;"Studio docente";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0750;Laboratorio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0760;Corridoio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0770;"Servizi igienici";;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0780;Ascensore;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0790;Studio;"Studio docente";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0800;Disimpegno;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0810;"Vano scale";;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0820;Vuoto;"Vuoto su vano scale";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0830;Studio;"Studio docente";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0840;Studio;"Studio docente";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0850;Ascensore;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0860;Laboratorio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0870;Studio;"Studio docente";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P01;"Piano primo";045-D_P01_0880;Laboratorio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0890;Laboratorio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0893;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0896;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0899;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0900;Laboratorio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0905;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0910;Laboratorio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0915;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0917;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0920;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0925;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0930;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0935;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0940;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0945;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0950;"Servizi igienici";;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0960;Ascensore;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0970;Disimpegno;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0980;"Vano scale";;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_0990;Vuoto;"Vuoto su vano scale";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_1000;Ufficio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_1010;Ascensore;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_1015;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_1020;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_1025;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_1030;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_1040;Ufficio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P02;"Piano secondo";045-D_P02_1050;Corridoio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1060;Ufficio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1090;Ufficio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1100;Ufficio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1110;Laboratorio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1115;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1120;Laboratorio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1125;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1130;Laboratorio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1135;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1140;Ufficio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1145;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1150;Ufficio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1155;;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1160;Corridoio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1170;"Servizi igienici";;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1180;Ascensore;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1190;Disimpegno;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1200;"Vano scale";;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1210;Vuoto;"Vuoto su vano scale";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1220;Studio;"Studio docente";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1230;Studio;"Studio docente";
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1240;Ascensore;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1250;Laboratorio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1260;Studio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1270;Laboratorio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1280;Laboratorio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_P03;"Piano terzo";045-D_P03_1300;Corridoio;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_S01;"Piano seminterrato";045-D_S01_0220;Deposito;;
045-D;"Molinette - Via Santena 5, bis";Torino;"Via Santena 5, bis";045-D_S01;"Piano seminterrato";045-D_S01_0230;Disimpegno;;
